ID,Name,Sex,Age,Height,Weight,NOC,Games,Year,Season,City,Sport,Event,Medal
112011,Tadeusz lusarski,M,30,178,76,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Pole Vault,Silver
112015,Irina Eduardovna Slutskaya,F,23,160,49,RUS,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Women's Singles,Silver
112015,Irina Eduardovna Slutskaya,F,27,160,49,RUS,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Women's Singles,Bronze
112016,Darryl Hayward Sly,M,20,175,84,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
112017,Wendy Sly (Smith-),F,24,168,52,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 3,000 metres",Silver
112020,Olga Anatolyevna Slyusareva,F,31,168,60,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Points Race,Bronze
112020,Olga Anatolyevna Slyusareva,F,35,168,60,RUS,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Bronze
112020,Olga Anatolyevna Slyusareva,F,35,168,60,RUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Points Race,Gold
112030,Hanneke Smabers,F,26,164,52,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
112031,Minke Smabers (-Smeets),F,21,158,49,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Bronze
112031,Minke Smabers (-Smeets),F,25,158,49,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
112031,Minke Smabers (-Smeets),F,29,158,49,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
112033,Shay-Oren Smadja,M,22,NA,NA,ISR,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Lightweight,Bronze
112034,Aydyn Smagulov,M,23,161,60,KGZ,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Extra-Lightweight,Bronze
112036,Mykola Yakovych Smaha,M,30,180,72,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 20 kilometres Walk,Bronze
112039,Admir Smaji,M,20,178,69,YUG,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Bronze
112040,Irfan Smajlagi,M,26,188,84,YUG,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,Bronze
112040,Irfan Smajlagi,M,34,188,84,CRO,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Gold
112043,Sergey Nikolayevich Smal,M,23,166,68,EUN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
112044,Zygmunt Antoni Smalcerz,M,31,153,52,POL,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Flyweight,Gold
112051,Kim Maree Small (-Tuckwell),F,23,159,61,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
112052,"Samantha ""Sami Jo"" Small (-Bridges)",F,25,170,85,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
112053,"Frederick John ""Fred"" Smallbone",M,28,187,82,GBR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Silver
112055,"Kathryn Jane ""Kathy"" Smallwood-Cook",F,20,180,64,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
112055,"Kathryn Jane ""Kathy"" Smallwood-Cook",F,24,180,64,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Bronze
112055,"Kathryn Jane ""Kathy"" Smallwood-Cook",F,24,180,64,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
112059,"Donald Roddington ""Don"" Smart",M,22,173,72,AUS,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Bronze
112059,"Donald Roddington ""Don"" Smart",M,26,173,72,AUS,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Silver
112060,Erinn L. Smart,F,28,170,66,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Team",Silver
112061,Hilary Hurlburt Smart,M,22,NA,NA,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Gold
112064,Keeth Thomas Smart,M,30,183,75,USA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Team",Silver
112065,Paul Hurlburt Smart,M,56,NA,NA,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,Gold
112077,Jnis mdi,M,24,190,89,LAT,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
112086,"Johannes Adrianus Albertus ""Jan"" Smeekens",M,26,176,72,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Men's 500 metres,Silver
112091,Richard mehlk,M,22,190,100,TCH,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112091,Richard mehlk,M,28,190,100,CZE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112093,Adam Smelczyski,M,26,180,78,POL,1956 Summer,1956,Summer,Melbourne,Shooting,Shooting Men's Trap,Silver
112111,Raisa Petrovna Smetanina,F,23,162,53,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Silver
112111,Raisa Petrovna Smetanina,F,23,162,53,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
112111,Raisa Petrovna Smetanina,F,23,162,53,URS,1976 Winter,1976,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
112111,Raisa Petrovna Smetanina,F,27,162,53,URS,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold
112111,Raisa Petrovna Smetanina,F,27,162,53,URS,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver
112111,Raisa Petrovna Smetanina,F,31,162,53,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
112111,Raisa Petrovna Smetanina,F,31,162,53,URS,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,Silver
112111,Raisa Petrovna Smetanina,F,35,162,53,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
112111,Raisa Petrovna Smetanina,F,35,162,53,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,Bronze
112111,Raisa Petrovna Smetanina,F,39,162,53,EUN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
112112,Justine Smethurst,F,21,178,77,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
112113,Yeldos Bakhtybayevich Smetov,M,23,167,60,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,Silver
112118,Ladislav md,M,25,171,75,TCH,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
112121,Vclav mdl,M,24,192,84,TCH,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Silver
112122,Lenka mdov,F,29,174,59,CZE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's One Person Dinghy,Silver
112126,Karlheinz Smieszek,M,27,174,67,FRG,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Gold
112131,Kristina migun-Vhi,F,28,168,59,EST,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
112131,Kristina migun-Vhi,F,28,168,59,EST,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Gold
112131,Kristina migun-Vhi,F,32,168,59,EST,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
112145,Andrey Vladislavovich Smirnov,M,19,172,62,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
112145,Andrey Vladislavovich Smirnov,M,19,172,62,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
112152,Vladimir Mikhaylovich Smirnov,M,23,185,85,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
112152,Vladimir Mikhaylovich Smirnov,M,23,185,85,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Silver
112152,Vladimir Mikhaylovich Smirnov,M,23,185,85,URS,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
112152,Vladimir Mikhaylovich Smirnov,M,29,185,85,KAZ,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver
112152,Vladimir Mikhaylovich Smirnov,M,29,185,85,KAZ,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Gold
112152,Vladimir Mikhaylovich Smirnov,M,29,185,85,KAZ,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Silver
112152,Vladimir Mikhaylovich Smirnov,M,33,185,85,KAZ,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Bronze
112154,Lyudmila Stanislavovna Smirnova (-Ulanova),F,22,158,48,URS,1972 Winter,1972,Winter,Sapporo,Figure Skating,Figure Skating Mixed Pairs,Silver
112157,Irina Anatolyevna Smirnova-Ilchenko,F,20,185,73,URS,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Gold
112157,Irina Anatolyevna Smirnova-Ilchenko,F,23,185,73,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Silver
112160,Sandra Smisek,F,31,164,56,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
112164,"Grietje ""Gretha"" Smit",F,26,167,60,NED,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Women's 5,000 metres",Silver
112166,Julia Elizabeth Smit,F,20,183,66,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
112166,Julia Elizabeth Smit,F,20,183,66,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
112169,Miloushka Yasemin Smit,F,23,178,70,NED,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
112172,Adrian Howard Smith,M,23,186,81,USA,1960 Summer,1960,Summer,Roma,Basketball,Basketball Men's Basketball,Gold
112180,Anabelle Smith,F,23,168,55,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Bronze
112182,Andrew Smith,M,29,191,89,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Bronze
112192,"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",F,17,161,56,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
112192,"Rebecca Gwendolyn ""Becky"" Smith (-Wiber)",F,17,161,56,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
112197,"William Thomas ""Bill"" Smith",M,23,NA,NA,USA,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
112198,"William Melvin ""Bill"" Smith, Jr.",M,24,NA,NA,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,Gold
112198,"William Melvin ""Bill"" Smith, Jr.",M,24,NA,NA,USA,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
112207,Calvin Smith,M,23,178,69,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
112207,Calvin Smith,M,27,178,69,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,Bronze
112214,Charles Daniel H. Smith,M,23,208,100,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
112220,Clark Smith,M,21,206,90,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
112222,Colin Smith,M,24,185,84,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
112229,"David ""Dave"" Smith",M,25,183,85,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
112230,"David James ""Dave"" Smith",M,34,170,63,USA,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed 5.5 metres,Gold
112232,David Michael Smith,M,31,201,86,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
112238,Finis Dean Smith,M,20,180,72,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
112252,Fiona Lesley Smith (-Bell),F,24,157,56,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
112260,Gina Smith,F,30,175,66,CAN,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
112264,Graeme Smith,M,20,189,87,GBR,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze
112265,Donald Graham Smith,M,18,NA,NA,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
112267,Grant Leslie Smith,M,25,174,70,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze
112269,Owen Guinn Smith,M,28,187,79,USA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Pole Vault,Gold
112289,"James Hopkins Smith, Jr.",M,38,NA,NA,USA,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed 6 metres,Gold
112302,Jesse Aaron Smith,M,25,194,105,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
112309,John Smith,M,22,192,72,RSA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
112312,John William Smith,M,23,170,62,USA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
112312,John William Smith,M,26,170,62,USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
112313,"Jonathan Scott ""Jon"" Smith",M,23,190,91,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Fours,Silver
112313,"Jonathan Scott ""Jon"" Smith",M,27,190,91,USA,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Bronze
112316,Julie M. Smith,F,28,162,NA,USA,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Gold
112317,Justus Ketchum Smith,M,26,NA,NA,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
112322,"Katherine May ""Katie"" Smith",F,26,180,79,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Gold
112322,"Katherine May ""Katie"" Smith",F,30,180,79,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Gold
112322,"Katherine May ""Katie"" Smith",F,34,180,79,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
112330,"Albertus Stephanus ""Kwagga"" Smith",M,23,180,90,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
112331,LaMont Smith,M,23,188,73,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
112333,"Lawrie Edward ""Lawrie"" Smith",M,36,180,72,GBR,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Three Person Keelboat,Bronze
112334,Leah Smith,F,21,178,67,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,Bronze
112334,Leah Smith,F,21,178,67,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
112342,Louis Antoine Smith,M,19,184,76,GBR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
112342,Louis Antoine Smith,M,23,184,76,GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Bronze
112342,Louis Antoine Smith,M,23,184,76,GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
112342,Louis Antoine Smith,M,27,184,76,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
112350,Trevor Martin Smith,M,22,182,70,GBR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
112352,Matthew John Smith,M,22,174,73,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,Bronze
112354,Melanie Ainsworth Smith (-Taylor),F,34,170,57,USA,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
112355,Michele Mary Smith,F,29,177,70,USA,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,Gold
112355,Michele Mary Smith,F,33,177,70,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
112357,Michelle Marie Smith (-De Bruin),F,26,160,71,IRL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,Gold
112357,Michelle Marie Smith (-De Bruin),F,26,160,71,IRL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Butterfly,Bronze
112357,Michelle Marie Smith (-De Bruin),F,26,160,71,IRL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,Gold
112357,Michelle Marie Smith (-De Bruin),F,26,160,71,IRL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,Gold
112368,Phylis J. Smith (-Watt),F,26,169,62,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
112372,"Randolph William ""Randy"" Smith",M,26,192,88,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
112382,Rodney Stacey Smith,M,26,171,68,USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
112385,Ronetta Jamilah Smith,F,24,168,59,JAM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
112387,"Ronald Ray ""Ronnie Ray"" Smith",M,19,173,73,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
112390,Rusty Smith,M,22,173,73,USA,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
112390,Rusty Smith,M,26,173,73,USA,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
112395,Shannon Smith,F,14,174,63,CAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,Bronze
112399,Sophie Smith,F,26,181,68,AUS,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze
112403,"James Stephenson ""Steve"" Smith",M,23,185,70,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,Bronze
112404,"Steven Delano ""Steve"" Smith",M,31,200,100,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
112406,Steven Smith,M,21,170,67,GBR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
112412,Tate Smith,M,30,187,92,AUS,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
112416,Terence James George Smith,M,24,NA,NA,GBR,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
112418,Tommie C. Smith,M,24,191,84,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,Gold
112425,Trevor Keith Smith,M,27,183,79,AUS,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Silver
112427,"Patricia Catherine M. ""Tricia"" Smith",F,27,178,75,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxless Pairs,Silver
112440,"Willie James Smith, III",M,28,173,73,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
112446,"Charles Edward Smith, IV",M,20,185,75,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze
112454,Hans Karel Danil Smits,M,20,188,84,NED,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,Bronze
112464,Frits Smol,M,24,NA,NA,NED,1948 Summer,1948,Summer,London,Water Polo,Water Polo Men's Water Polo,Bronze
112474,Nina Nikolayevna Smoleyeva (-Nikitina),F,20,175,72,URS,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Women's Volleyball,Gold
112474,Nina Nikolayevna Smoleyeva (-Nikitina),F,24,175,72,URS,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Gold
112474,Nina Nikolayevna Smoleyeva (-Nikitina),F,28,175,72,URS,1976 Summer,1976,Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Silver
112475,Olivia Smoliga,F,21,188,72,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
112483,Tomislav Smoljanovi,M,23,190,91,CRO,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Bronze
112484,Josef Smolka,M,29,183,85,TCH,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,Bronze
112491,Yury Timofeyevich Smolyakov,M,27,176,67,URS,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",Silver
112503,Laura Smulders,F,18,170,73,NED,2012 Summer,2012,Summer,London,Cycling,Cycling Women's BMX,Bronze
112504,"Marlies Jeannette Fransisca ""Marlies"" Smulders",F,22,184,78,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
112504,"Marlies Jeannette Fransisca ""Marlies"" Smulders",F,26,184,78,NED,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
112507,Yelena Yuryevna Smurova,F,26,166,60,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
112510,"Elizabeth Marie ""Liz"" Smylie (Sayers-)",F,25,166,58,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Bronze
112514,Mykola Oleksandrovych Smyrnov,M,27,182,85,URS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,Bronze
112515,Volodymyr Viktorovych Smyrnov,M,26,185,78,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Individual",Gold
112515,Volodymyr Viktorovych Smyrnov,M,26,185,78,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's Foil, Team",Silver
112515,Volodymyr Viktorovych Smyrnov,M,26,185,78,URS,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",Bronze
112516,Aleksandr Aleksandrovich Smyshlyayev,M,26,170,74,RUS,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Moguls,Bronze
112524,"Randolph L. ""Randy"" Smyth",M,30,175,68,USA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,Silver
112524,"Randolph L. ""Randy"" Smyth",M,38,175,68,USA,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Multihull,Silver
112526,Ryan Alexander Gordon Smyth,M,25,185,86,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
112529,"Patricia Rosemary ""Pat"" Smythe (-Koechlin)",F,27,170,67,GBR,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
112537,Liisa-Maria Sneck,F,29,167,75.5,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
112541,Belinda Rose Snell,F,23,180,80,AUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Silver
112541,Belinda Rose Snell,F,27,180,80,AUS,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Silver
112541,Belinda Rose Snell,F,31,180,80,AUS,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Bronze
112543,Peter George Snell,M,21,179,80,NZL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 800 metres,Gold
112543,Peter George Snell,M,25,179,80,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,Gold
112543,Peter George Snell,M,25,179,80,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",Gold
112549,Ioan Gabor Snep,M,22,192,94,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,Silver
112550,Doina Liliana Snep-Blan,F,20,175,68,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Silver
112550,Doina Liliana Snep-Blan,F,24,175,68,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Bronze
112550,Doina Liliana Snep-Blan,F,24,175,68,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Silver
112550,Doina Liliana Snep-Blan,F,28,175,68,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Silver
112565,Betsy Baxter Snite (-Riley),F,21,NA,NA,USA,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Women's Slalom,Silver
112572,Jiske Snoeks,F,26,166,52,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Silver
112577,"Ronald Charles ""Ron"" Snook",M,24,193,93,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Quadruple Sculls,Bronze
